,date,title,text,link
72,2022-11-02,讓觀者化身故事角色、用身體感受作品魅力的魔幻科技,在多媒體敘事與科技應用愈來愈純熟的當代，創作者說故事的方法變得更多元；在今年11月舉辦的TCCF創意內容大會「未來內容展」中，即可看見如何運用科技媒介，打造異於現實情境的空間，讓觀眾置身故事中，在作品裡探索冒險。,https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/175586
73,2022-09-18,資安事件分析工程師：網路世界的鑑識英雄，為客戶搭建防護網降低受「駭」災情,扮演網路世界鑑識英雄的資安事件分析工程師一職應運而生，他們在客戶系統遭受駭客攻擊時爭取時間進行採證，分析攻擊來源與行為，降低受「駭」災情，並提出資安系統改善建議，協助搭建資安防護網，消弭資安危害於無形。,https://www.thenewslens.com/article/173268
74,2022-09-16,史上最重：Meta、Google因違反個資法遭韓國政府重罰共1000億韓元,2家公司都駁斥了委員會的調查結果，Meta表示並不同意委員會的決定，將在日後尋求法院裁決；Google則表示，一旦收到完整的書面決定，將會審視委員會的調查結果。,https://www.thenewslens.com/article/173355
75,2022-11-01,醫療無界限！看科技力如何突破時地限制，「遠距醫療」照護你我的健康,當賦能科技與醫療產業相互結合，遠距醫療成為醫療平權的可能解方；而新冠病毒的意外插曲，則陰錯陽差的讓臺灣遠距醫療邁入全新階段。究竟遠距醫療的前世今生為何？民眾的觀察、感受又是什麼？我們特別專訪亞東紀念醫院、萬里區衛生所及受惠病患，帶領民眾一起探究後疫情時代下遠距醫療的未來可能性。,https://www.thenewslens.com/feature/digi-plus/175395
76,2022-09-16,iPhone14系列是不是「有感升級」？專家開箱實測：動態島多工有效率「很神」，但仍有視覺遮蔽,整體而言，Tim哥看好今年iPhone14Pro和ProMax新功能實用，仍會大賣，如果預算夠可以考慮。iPhone14具備價格優勢、重量輕，是YouTuber或影像創作者外出拍片的好幫手，也是長輩或預算較低消費者的換機好選擇。,https://www.thenewslens.com/article/173353
77,2022-09-15,升級「以太坊2.0」有什麼好處？原本「拚顯卡算力」的挖礦方式會改成怎樣？,以太坊進入2.0的最大差別，就是新的「權益證明機制」會比原本的「工作量證明」更加節能，用戶不需要大量的計算能力來處理區塊鏈上的操作和交易，讓用顯卡拚算力的挖礦法在以太坊上成為歷史。,https://www.thenewslens.com/article/173257
78,2022-09-08,從「瀏海」到「動態島」：今天，我看到了「恥力全開」的Apple,聽完Apple的產品發表會，除了各種族繁不及備載的新設計、新功能之外，我覺得最有趣的是Apple的恥力水準變高了。我用「恥力」來形容這種寫法，並沒有貶意，或是用行話講叫做「直接把bug變成feature」......,https://www.thenewslens.com/article/172981
79,2022-09-08,2022蘋果iPhone發表會：支援衛星求救的iPhone14系列、潛水極地專用AppleWatchUltra、AirPodsPro也升級,本次蘋果發表會一開始，執行長庫克就開宗明義聚焦在AppleWatch、iPhone、AirPods三項商品上，究竟這次蘋果又帶來了哪些創新？網路上熱烈討論的「動態島」又是怎樣的設計呢？,https://www.thenewslens.com/article/172975
80,2022-10-31,面對聯合國氣候變遷紅色警戒，社會創新實驗中心倡議永續創新產業鍊串連,面對聯合國強調氣候變遷的「紅色警戒」即將到來，在台北已成立5年的「社會創新實驗中心」，引領著青年行動與永續的可能性、成為新創業的實證場域，用更多元化的策展與論壇，要讓大眾更感同身受，地球永續發展的重要性。,https://www.thenewslens.com/article/175730
81,2022-09-06,Instagram違反GDPR遭重罰4億500萬，主因為未善盡對兒少個資保護義務,英國資料諮詢公司的所有者卡羅琳・卡魯特斯（CarolineCarruthers）表示，Instagram在讓青少年設立商業帳戶時，沒有考慮到對青少年的隱私責任，並且在使用者的隱私設定中也「明顯缺乏關注」。,https://www.thenewslens.com/article/172862
82,2022-09-02,AI圖像生成工具打造作品獲科羅拉多州博覽會數位藝術首獎，什麼是藝術引熱議,傑森．艾倫運用Midjourney製作的作品《ThéâtreD'opéraSpatial》獲得數位藝術類首獎肯定，即使Twitter輿論以「人工智慧創作有什麼值得驕傲的？」、「只是一個在藝術展上作弊的人」抨擊它，但人工智能創造的圖像可以擊敗人類的藝術已成事實，「人工智慧的顛覆性技術是現在藝術正走向存亡危機的一大因素」艾倫說。,https://www.thenewslens.com/article/172691
83,2022-10-31,攜手偉薩、研華及英特爾GARAOTUS助印度醫療機構提升疾病研究效能89%,高效能運算（High-performancecomputing，HPC）在這幾年發展當中，不僅是企業創新關鍵，更是企業轉型必備要素。不過研究卻發現，企業建置HPC時花費七成時間在硬體校調，研究人員只有三成時間放在核心業務；如此不僅讓團隊花太多時間在理解軟硬體，更可能大幅延遲轉型速度。精誠集團旗下高速運算品牌GARAOTUS設計出的基因組分析解決方案，協助印度醫療機構，大幅提昇其研究所需的運算能力，共同為生醫研究領域做出貢獻。,https://www.thenewslens.com/feature/garaotus/175617
84,2022-09-02,科學家開發新型樹脂，製成風機葉片後還可回收做成「小熊軟糖」,這款新開發的樹脂經鹼性溶液水解會產生的乳酸鉀，乳酸鉀純化後可製成糖果或運動飲料，也就是說到達使用周期後，它能被溶解並從基質中釋放出來，一遍又一遍地重複使用，這就是循環經濟的目標。,https://www.thenewslens.com/article/172651
85,2022-09-01,向磁碟片宣戰：日本數位大臣承諾逐步淘汰CD、MD，能否挺過守舊人士反彈充滿未知數,日本數位大臣河野太郎再次對過時工具出擊，這次將矛頭轉向磁碟、CD等。他指出日本政府有近1900項行政程序，要求企業使用磁碟片、CD、MD提交資料和申請表格。並承諾未來將逐步淘汰磁碟，並將行政程序數位化，進一步消除日本公家機關守舊的作風。,https://www.thenewslens.com/article/172656
86,2022-10-31,駭客攻擊、資料洩漏，資安挑戰層出不窮，頂尖指標場域ACWSOUTH沙崙資安服務基地為臺灣鑄造資安韌性！,本文將解析每月平均受到3000萬次境外網路攻擊的臺灣，如何透過打造ACWSOUTH沙崙資安服務基地，在資通訊科技崛起、資安危機無所不在的今時今日站穩腳步、深根資安人才培力，甚至攜手資安產業邁向國際，提供國際資安聯防強而有力的支援。,https://www.thenewslens.com/article/175154
87,2022-09-01,學者推民間版「新聞媒體與數位平台強制議價法草案」，強調不是為了媒體生計，而是關乎大眾利益,學者王立達解釋，專法主要功能是希望加速國內媒體跟數位平台的議價進展，「不是要逼雙方上談判桌」，草案主要具備「給予充分談判空間」與「以仲裁決定最終給付金額」兩大元素。,https://www.thenewslens.com/article/172636
88,2022-09-01,《重新翻印阿波羅》：憑一己之力修復阿波羅登月老照片，再現人類進入太空世界的精彩瞬間,一本新書問世《重新翻印阿波羅》（ApolloRemastered），這本輝煌精湛的書中收集了400張相片，詳細記錄了人類第一次進入另外一個太空世界的精彩瞬間。,https://www.thenewslens.com/article/172522
89,2022-10-28,人類惰性成就無限商機，美耶APP開創居家懶美服務配送先驅！,美耶為全台第一個居家生活服務型平台，試營運至今不到三個月，不僅獲得各方創投關注，更受邀作為資策會新創案例之示範企業及年代新聞台企業專訪邀請。,https://www.thenewslens.com/article/175469
90,2022-08-27,「NFT房產」成熱門投資標的，若遇糾紛恐申訴無門，形同「花大錢買空氣」,元宇宙話題延燒，名人紛紛進駐虛擬世界，「非同質化代幣」（NFT）房產也成為熱門投資標的；但專家提醒，NFT目前不受監管，虛擬世界購置的房產若遭遇糾紛，恐申訴無門，形同「花大錢買空氣」。,https://www.thenewslens.com/article/172355
91,2022-08-27,駭客轉向NFT詐騙，連周杰倫都因一條釣魚網址損失上千萬元,等你一旦點擊假連結進入幾可亂真的NFT釣魚網站，再不小心按下交易按鈕後，才會發現受騙上當，包括藝人周杰倫、劉畊宏、紀培慧、余文樂都曾慘遭NFT詐騙。,https://www.thenewslens.com/article/172354
92,2022-10-25,GoogleCloud台灣響應Next2022全球年度大會，量身打造在地月系列活動,GoogleCloud臺灣即將推出GoogleCloudNext2022臺灣在地月系列活動的第一波活動「GoogleCloudNextRecap:Taiwan」，包含一連串主題演講、雲端技術亮點彙整，還提供各項好禮，期盼各界人士共襄盛舉。,https://www.thenewslens.com/article/175309
93,2022-08-23,不會走音不是更好嗎？人類與人工智能孰美,一群頂尖樂手現場無甚瑕疵地演奏一首作品，比起電腦程式播放的音樂，當然能使人不禁喝采——為甚麼？,https://www.thenewslens.com/article/172129
94,2022-08-22,《紐約時報》：一名爸爸為兒子拍攝醫療診斷用途裸照，Google自動判斷為兒童性虐待遭停用帳戶,美國兒科學會虐待和忽視兒童委員會主席建議，即使是在醫生指導下，父母也不要拍攝孩子的生殖器，「大多數醫生可能沒有意識到要求父母拍攝此類照片的風險。」法學教授認為，即使科技公司協助執法部門解決和根除兒童性虐待問題，但也應該允許作出糾正原先審查結果。,https://www.thenewslens.com/article/172015
95,2022-10-21,AWS發佈《多媒體與娛樂產業白皮書》，免費限時開放下載，部署雲端搶占市場先機！,在數位媒體、網際網路蓬勃發展的時代，D2C、OTT影音等新興商業模式崛起，多媒體與娛樂產業迎來一次又一次的時代巨浪，企業該如何掌握趨勢脈絡，藉機推進產業商業模式及營運方法，創造更多價值及商機？AWS發布的《多媒體與娛樂產業白皮書》為此提供了詳盡的解答。,https://www.thenewslens.com/article/175158
96,2022-08-22,健保資料庫偷帶資料的難度非常高，要有「雨人」般超級記憶力才行,大法官衡量個人隱私與公共利益後所做的裁決，的確是當今社會遲早要權衡的一大議題。此案的發展，可能關乎到所有政府行政資料的後續使用，將是國家推行數據治理的里程碑與轉捩點。,https://www.thenewslens.com/article/171779
97,2022-08-22,固特異與米其林競相研發「無空氣輪胎」，這項新技術能讓爆胎成為歷史嗎？,有時候你會覺得輪胎是轎車的一個薄弱環節。但是這一切能改變嗎？汽車使用黑色橡膠充氣的環形輪胎的時代將要結束了嗎？橡膠充氣輪胎始於1890年代，按照設計，這種輪胎不會被損壞，因此也不容易回收利用。,https://www.thenewslens.com/article/171518
98,2022-10-18,一圖看懂TCCF未來內容展：內容尬科技，登入「擴增宇宙運算中」感受沉浸式體驗魅力,"今年「創意內容大會TaiwanCreativeContentFest（TCCF）」即將在11月3日至13日登場，不妨走一趟松山文創園區2、3號倉庫，一起進到展場裡，一睹融合科技藝術、娛樂運用與時尚體驗的超豐富展會內容。
",https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/174899
99,2022-08-21,在野黨抨擊「數位中介法」形同網路戒嚴，NCC：僅為初版未強推也沒撤回問題,「數位中介服務法」草案引發爭議，張善政、朱立倫抨擊該法形同網路戒嚴，對此國家通訊傳播委員會（NCC）強調草案沒有「強推」，也未提送行政院、立法院，因此也沒有「需要撤回」問題。,https://www.thenewslens.com/article/172000
100,2022-08-19,NCC《數位中介服務法》引朝野論戰：賦予行政機關過大權力，在野黨憂言論審查成「網路東廠」,《數位中介法》即便來自歐盟2018年所訂的《視聽媒體服務指令》，但在歐盟也沒讓主管機關有權責直接介入、審理不實言論或謠言。,https://www.thenewslens.com/article/171746
101,2022-10-14,全球數位商機共創國際論壇，帶你邁向數位、綠色雙軸轉型之路，掌握全球國際商機！,過去兩年半，疫情造就中小企業加速數位轉型；同時，為因應全球淨零碳排目標及歐洲碳邊境調整機制，綠色轉型亦是中小企業需積極面對的課題。經濟部中小企業處為協助中小企業掌握全球經貿重要發展趨勢，以「數位創新×綠色轉型」為題，邀請歐盟及我國產官學專家進行分享與對談，探討如何以數位驅動轉型與創新，接軌國際掌握綠色商機，歡迎踴躍報名參加！,https://www.thenewslens.com/article/174733
102,2022-08-18,NCC《數位中介服務法》爭議多：PTT非商業平台卻被要求納管，站方直言「形同被逼迫關站」,NCC於今年通過《數位中介服務法》草案，期望數位中介業者針對違法內容做出必要自律因應措施。然而草案仍有諸多爭議須被解決，業者除了憂心把關內容還須承擔求償風險、PTT以及Dcard等小平台雖不符條件卻可被個案管理，讓業者無所適從。,https://www.thenewslens.com/article/171866
103,2022-08-18,【未來大人物】駐台美國官員喝一口可樂要等5個月？流落海外台灣國家寶藏，這群人自組國家隊到NARA尋寶挖礦與守護,一群台灣赴美留學工作的志工、鑽入美國各地檔案局，挖掘那些流落海外的台灣歷史，每翻拍一張就是一份台灣痕跡，20多萬筆的台灣史料痕跡，正由「國家寶藏」邀請你我一同來守護。,https://www.thenewslens.com/article/171854
104,2022-08-16,Meta聊天機器人語驚四座：祖克柏靠剝削人們賺錢，他在國會作證時表現得很糟糕,問到有關祖克柏的問題時，這款機器人告訴BBC：「他在國會作證時表現得很糟糕，讓我對我們國家感到擔心。」祖克柏曾數度出席國會聽證會接受質問，其中又以2018年時最受矚目。機器人還沒講完，它接著說：「他的公司剝削人們來賺錢，而他並不在乎。這必須停止！」,https://www.thenewslens.com/article/171694
105,2022-08-11,APT27駭客組織對台宣戰，政府與關鍵基礎設施該如何抵禦資安攻擊？,資安真正關鍵的，是在攻擊階段中的前期防護，並不是在惡意程式進入到企業環境後才開始進行處理，就像疫情期間我們都不希望把病毒帶進家中，所以盡量在進門前就能徹底消毒一樣。,https://www.thenewslens.com/article/171422
106,2022-10-14,獲獎導演談VR影像創作——創作的本質即是挑戰，而新媒材的探索則是一趟迷人的探索之旅,"用科技說個好故事，不僅顛覆既有創作方式，也放大創作者與觀者之間的共鳴。對於創作者而言，其挑戰與學習在哪裡？對未來的想像又在哪裡？從聚焦沉浸式內容體驗的「未來內容展」展出作品——《無法離開的人》、《紅尾巴》，了解創作者視角以及對VR的想像。
",https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/174715
107,2022-08-09,分析《晶片法案》對台廠的利弊：美國想重振本土半導體製造業，短期內恐難以實現,目前總經環境仍相對不明，包括俄烏衝突未解、中國疫情升溫、美國經濟進入衰退等，又加上近期美國晶片法案正式通過，對台灣半導體廠造成的影響為何，又該如何觀察後續景氣動能及股市的變化？,https://www.thenewslens.com/article/171244
108,2022-08-05,成千上萬顆低軌衛星布局的背後：馬斯克的SpaceX「星鏈計畫」是否會加劇太空資源緊張問題？,金博士說：「如果碎片太多，可能導致近地軌道未來無法使用......我們也可能無法穿過近地軌道進入我們的導航衛星和電信衛星所在的更高處的軌道。」,https://www.thenewslens.com/article/171004
109,2022-10-11,激盪現代化企業競爭力，線上研討會「AWSModernApplicationWebDay」熱烈報名中！有獎徵答再送百元外送平台抵用券,隨著數位轉型浪潮進發，企業組織加快創新步伐，現代化應用程式的速度和敏捷性成為快速創新不可或缺的重要環節，邀您參與AWS於今年11月9日下午14:00舉辦的線上研討會「AWSModernApplicationWebDay」，一同激盪現代化企業競爭力。,https://www.thenewslens.com/article/174517
110,2022-08-03,SEO暗黑揭秘：明明「運彩賺錢」「娛樂城」廣告沒人會想點，為什麼還要在各大論壇一直洗留言？,博弈或娛樂城所採用的「到各大論壇洗連結、強行『自製』反向連結」，是Google官方明文列為「黑帽」（BlackHat）的手段。所謂「黑帽」，指的是利用一些投機的方式，企圖干擾或欺騙搜尋引擎及演算法，以求快速提升關鍵字排名。,https://www.thenewslens.com/article/170953
111,2022-08-03,【2022INSIDE未來日】在這萬事上雲、講求速度與效率的世代，你準備好透過數位轉型擁抱更多、更廣的商機了嗎？,INSIDE將在邀請產、官、學界的意見領袖共同與會，深入探討數位轉型，並號召各路精英於線上+線下同步交流，共同剖析市場脈動，分享產業戰略及第一手產業趨勢，尋求台灣產業數位轉型解方！現在就參與最完善的數位轉型論壇，掌握科技、數據、生態圈的致勝關鍵。,https://www.thenewslens.com/article/170983
112,2022-10-04,【馬力歐陪你喝一杯】TCCF創意內容大會-未來內容展「擴增宇宙，運算中」打通文化與科技的任督二脈！專訪文策院文化科技處處長李懷瑾、策展人馮建彰,"究竟什麼是「未來內容」？沉浸式展演的發展趨勢又是什麼？我們邀請到文策院文化科技處處長李懷瑾與本屆未來內容展策展人馮建彰，分享有關XR娛樂體驗的第一手觀察，還有今年未來內容展必看的作品。
",https://www.thenewslens.com/feature/2022tccf-innovation-exhibition/174202
113,2022-08-02,對於CNN主持人提出的困難問題，台積電董事長劉德音給出十分高明的答案,避開了「全球化」與「中國依賴」的陷阱，闡述為何台積電如此獨特且重要，其成功與自由民主國家之間的互信、緊密合作與國家安全有關，是一個很漂亮的答案。在台灣人於國際媒體訪問中並不常見。,https://www.thenewslens.com/article/170965
114,2022-07-30,怎麼去擁有一道彩虹？一邊聽五月天，一邊談NFT,NFT的原理常常顯得艱澀難懂，但歸根結柢，它就是個容器。,https://www.thenewslens.com/article/170790
115,2022-09-30,引領台灣2030科技轉型兼容「創新、包容、永續」三大願景，新科國科會主委吳政忠：我們從被動解題到主動出題！,近期國內政府組織的重要大事之一，就是科技部改制為「國家科學及技術委員會」（以下簡稱國科會）。這個過去主掌國家科技發展預算及科研方向的部會，為何要在這個時刻重新調整組織體質？以及國科會聚焦科技賦能「創新、包容、永續」議題，有哪些不同於以往科技部的實際作為？我們專訪國科會首任主任委員吳政忠了解背後脈絡，讓民眾更理解國科會的任務，透過科技轉型同時帶動社會、經濟、産業、環境等面向的嶄新出路。,https://www.thenewslens.com/feature/digi-plus/174003
116,2022-07-29,名人也反彈：IG「抖音化」改變引熱議，公司不敵眾怒後改口暫緩某些變動,日前，Instagram一系列抖音化作為，例如：擴大演算法推薦帳戶、影音混剪，引起用戶強力反彈。昨日公司改口聲明，接下來將暫緩變革，重新思考App設計以及調整演算法。負責人莫塞里說道，我們學到很多東西，接下來也會戴著新點子回來，因此我們要解決這個問題。,https://www.thenewslens.com/article/170779
117,2022-07-29,電動車會比汽油車更容易引起火災嗎？如果真的起火了該怎麼處理？,電動車起火案件到底該怎麼處理？跟油車有什麼差異？這篇文章讓大家正確認知意外發生時可能面臨的風險，以及電動車未來一旦真成為主流車款時，我們能期許台灣消防體系所該具備哪些技術以及新的消防設施。,https://www.thenewslens.com/article/170719
118,2022-09-30,2022沙崙資安新秀大賽盛大登場！新世代「資蛛人」攜手產官學研，共編臺灣縝密資安網,日前2022第一屆沙崙資安新秀大賽決賽於臺灣資安館盛大舉行，跟著我們一起走入現場，掌握臺灣資安產業最新脈動，並進一步了解沙崙資安服務基地（以下簡稱：沙崙基地）為培育臺灣未來的資安新秀，注入了哪些巧思吧！,https://www.thenewslens.com/article/173985
119,2022-07-28,5G開台2年普及率僅24％，NCC：部分民眾習慣699方案，電信三雄掀起資費「提速戰」,NCC副主委暨發言人翁柏宗表示，時空環境不同，3G升到4G時，智慧型手機普及、民眾也有上網需求，所以4G普及率較快，但現在4G升級5G，部分民眾習慣新台幣599元、699元的4G吃到飽方案，現在雖然有殺手級體驗，但還沒有殺手級應用，因此提升普及率會需要多一點時間。,https://www.thenewslens.com/article/170678
120,2022-07-27,祖克柏：蘋果將會成為Meta的元宇宙競爭對手，「開放的」Meta與「封閉的」蘋果誰會勝出？,祖克柏表示蘋果將會成為Meta的競爭對手，「不只是作為產品，而是在哲學層次上。」Meta打算打造更「開放的」元宇宙的生態系，蘋果沒有加入「元宇宙標準論壇」並不令人感到驚訝，因為蘋果在幾個世代出品的電腦產品上，一直都是一個「封閉的」供應商。,https://www.thenewslens.com/article/170650
121,2022-09-27,僅僅是改變對待衣物的方式，就能為地球永續盡一份心力：伊萊克斯xRaveReview,「如果每個人都做出小小的改變，打破他們的習慣，我們每個人都可以減少紡織品對環境的影響。透過降低清洗溫度、用洗衣精取代洗衣粉等等，每台洗衣機每年可減少約50公斤的二氧化碳排放量。如果有數百萬消費者都這麼做，就可能會帶來巨大的改變。」,https://www.thenewslens.com/article/173760
122,2022-07-23,高溫天氣預防手機過熱的幾個小竅門：可以放入冰箱來個緊急降溫嗎？,用的電量越少，對手機就越好。「有時候很簡單，如果感覺手機真的已經很吃力，關掉幾分鐘，讓它冷卻下來，然後再重新啟動。」也不要把手機放在冰袋裡，因為那根本沒有幫助。,https://www.thenewslens.com/article/170317
123,2022-07-23,與臉書、Google數位平台議價：學者建議參考澳洲立法，輔以基金模式,澳洲去年初訂立新聞媒體與數位平台強制議價法，成功使Google、臉書跟澳洲媒體達成授權協議，但在台灣立法時程較長，學者建議可以透過基金模式、徵收數位廣告稅或是開展「新聞消費券」等設計，鼓勵民眾訂閱或捐款支持台灣本地的新聞媒體。,https://www.thenewslens.com/article/170409
124,2022-09-23,資料怎麼自己動？公部門的數位轉型，「數位治理」讓報稅、補助申請更簡單！,隨著數位發展部的正式成立，臺灣公部門的數位轉型也邁入全新階段。我們透過專訪數位發展部數位政府司的王誠明司長，帶大家認識臺灣「數位治理」發展的前世今生，以及如何應用「MyData」串聯、應用既有資料，改變我們的日常生活！,https://www.thenewslens.com/feature/digi-plus/173578
125,2022-07-22,《小王子的領悟》番外篇：NFT與何謂「擁有」,我先撇下NFT不管，透過小王子的經歷，討論「擁有」。,https://www.thenewslens.com/article/170342
126,2022-07-21,台灣網路報告：近半民眾支持臉書、Google等數位平台付費給新聞媒體，過半認為跨國科技公司應受政府規範,學者認為，數位平台襲奪過去傳統新聞媒體的廣告收益，由於平台主宰新型態的數位廣告機制，但這樣的機制偏向貶抑、低估新聞價值，造成新聞消費朝向免費、以流量取向的內容。,https://www.thenewslens.com/article/170261
127,2022-09-23,如果未來可吃自己的肉、若是可以指控警察人臉辨識侵權？「超限社會」特展腦洞大開開展,「超限」一詞，來自於軍事著作《超限戰》，臺灣當代文化實驗場（C-LAB）引自此概念，邀請台灣與國際藝術家顛覆技術如何能延伸人類的感官經驗，並用美學策展進行一場奇幻實驗。,https://www.thenewslens.com/article/173727
128,2022-07-20,詹益鑑、謝凱婷《矽谷為什麼》：一千家獨角獸的通膨年代，台灣掛零,旅居矽谷的詹益鑑博士與美味生活創辦人「矽谷美味人妻」謝凱婷，自2020年3月開始錄製「矽谷為什麼」Podcast節目，每集邀訪具有豐富矽谷經驗的台灣人——其中有許多人正在矽谷創業、工作——分享他們在矽谷的實戰心得。,https://www.thenewslens.com/article/169724
129,2022-07-20,VR公司METAx控告臉書母公司Meta商標侵權，訴訟範圍廣泛將是場法律硬仗,METAx指控Facebook早在更改名稱之前，就知道有類似業務內容、且名稱相同的公司存在。MetaX正在尋求一項禁令，要求Facebook的母公司停止在VR、AR等相關的產品、服務或活動中使用Meta名稱，並要求損害賠償。,https://www.thenewslens.com/article/170181
